,Time(DAY),I1 - WBHP(PSIA),I2 - WBHP (PSIA),I3 - WBHP(PSIA),I4 - WBHP(PSIA),P1 - WOPR(BBL/DAY),P2 - WOPR(BBL/DAY),P3 - WOPR(BBL/DAY),P4 - WOPR(BBL/DAY),P1 - WWPR(BBL/DAY),P2 - WWPR(BBL/DAY),P3 - WWPR(BBL/DAY),P4 - WWPR(BBL/DAY),P1 - WWCT(%),P2 - WWCT(%),P3 - WWCT(%),P4 - WWCT(%)
0,100.0,180.59185791015625,180.59237670898438,180.59185791015625,180.59185791015625,453158.53125,99792.28125,445024.75,400758.53125,30778.779296875,5863.078125,37583.6953125,23481.859375,6.3600754737854,5.549248218536377,7.787616729736328,5.535036087036133
1,200.0,148.0687255859375,148.06919860839844,148.0687255859375,148.0687255859375,265221.34375,59248.08203125,252037.84375,237889.625,20622.904296875,3607.6982421875,29433.306640625,14468.521484375,7.2147345542907715,5.7396440505981445,10.456953048706055,5.733328819274902
2,300.0,152.15591430664062,152.15635681152344,152.15591430664062,152.15591430664062,283222.65625,64024.37109375,259273.6875,256907.953125,24538.244140625,4022.213623046875,40606.78125,16197.3681640625,7.973151683807373,5.910970687866211,13.54098892211914,5.930814266204834
3,400.0,152.81802368164062,152.81846618652344,152.81802368164062,152.81802368164062,283040.9375,64604.6640625,248578.296875,258979.984375,26733.970703125,4170.5625,50953.3671875,16902.5078125,8.630127906799316,6.064047813415527,17.01101303100586,6.126705169677734
4,500.0,152.9918670654297,152.99229431152344,152.9918670654297,152.9918670654297,280881.0,64612.58203125,235748.28125,258672.578125,28425.001953125,4271.03173828125,62040.0859375,17453.505859375,9.189929008483887,6.200359344482422,20.833616256713867,6.320846080780029
5,600.0,153.0681915283203,153.06863403320312,153.0681915283203,153.0681915283203,278771.09375,64526.01953125,222804.921875,257917.046875,29810.931640625,4354.1630859375,74121.578125,17968.521484375,9.66061782836914,6.321358680725098,24.96293830871582,6.513034343719482
6,700.0,153.108154296875,153.10858154296875,153.108154296875,153.108154296875,276944.0625,64417.21875,210064.6875,257014.703125,30950.21484375,4425.54296875,87236.8125,18465.693359375,10.052221298217773,6.428479194641113,29.342878341674805,6.70308780670166
7,800.0,153.12710571289062,153.12753295898438,153.12710571289062,153.12710571289062,275398.25,64302.47265625,197612.0625,256041.546875,31881.1328125,4487.22021484375,101390.7421875,18949.15625,10.37529182434082,6.523099422454834,33.90962600708008,6.890835762023926
8,900.0,153.1358642578125,153.1362762451172,153.1358642578125,153.1358642578125,274118.5625,64192.640625,185500.03125,255049.984375,32639.26953125,4540.8896484375,116591.3671875,19421.947265625,10.640076637268066,6.606513023376465,38.594730377197266,7.076113700866699
9,1000.0,153.14263916015625,153.14306640625,153.14263916015625,153.14263916015625,273087.90625,64095.59375,173762.65625,254079.4375,33256.62109375,4588.01953125,132851.125,19886.603515625,10.85595417022705,6.679933547973633,43.3284912109375,7.25878381729126
10,1100.0,153.15113830566406,153.1515655517578,153.15113830566406,153.15113830566406,272275.65625,64013.9140625,162412.71875,253147.03125,33759.51171875,4629.65087890625,150179.03125,20344.234375,11.03125286102295,6.744479179382324,48.04318618774414,7.438714981079102
11,1200.0,153.16131591796875,153.1617431640625,153.16131591796875,153.16131591796875,271640.90625,63945.84765625,151449.15625,252251.78125,34168.53515625,4666.4384765625,168577.09375,20794.623046875,11.17314624786377,6.801170349121094,52.676021575927734,7.61578369140625
12,1300.0,153.17161560058594,153.17202758789062,153.17161560058594,153.17161560058594,271142.5625,63888.01953125,140866.953125,251385.578125,34500.0703125,4698.8447265625,188042.125,21236.9765625,11.287714958190918,6.8509392738342285,57.17146301269531,7.789882183074951
13,1400.0,153.18038940429688,153.18080139160156,153.18038940429688,153.18038940429688,270745.78125,63837.2265625,130662.3046875,250540.265625,34767.53515625,4727.25537109375,208568.5625,21670.462890625,11.38003921508789,6.8946123123168945,61.4827766418457,7.960914611816406
14,1500.0,153.18695068359375,153.18736267089844,153.18695068359375,153.18695068359375,270425.40625,63791.45703125,120834.7265625,249711.921875,34982.421875,4752.08544921875,230152.09375,22094.5703125,11.454331398010254,6.932944297790527,65.57286071777344,8.12878704071045
