,Time(DAY),I1 - WBHP(PSIA),I2 - WBHP (PSIA),I3 - WBHP(PSIA),I4 - WBHP(PSIA),P1 - WOPR(BBL/DAY),P2 - WOPR(BBL/DAY),P3 - WOPR(BBL/DAY),P4 - WOPR(BBL/DAY),P1 - WWPR(BBL/DAY),P2 - WWPR(BBL/DAY),P3 - WWPR(BBL/DAY),P4 - WWPR(BBL/DAY),P1 - WWCT(%),P2 - WWCT(%),P3 - WWCT(%),P4 - WWCT(%)
0,100.0,199.66058349609375,152.97605895996094,205.47396850585938,208.58009338378906,341928.78125,88551.875,455460.125,447391.6875,23267.30078125,5188.56640625,38283.86328125,26324.857421875,6.371180057525635,5.535035610198975,7.753787994384766,5.557090759277344
1,200.0,163.7390594482422,123.5110092163086,168.5790252685547,171.09963989257812,169588.640625,49802.97265625,264556.75,284015.53125,13166.6943359375,3060.26513671875,30745.755859375,17159.32421875,7.20454740524292,5.789023399353027,10.411613464355469,5.697462558746338
2,300.0,166.25099182128906,126.93724822998047,171.3599853515625,174.0511474609375,186764.15625,53979.9296875,267919.21875,300694.21875,16092.4873046875,3466.747802734375,41955.34375,18972.62109375,7.93293571472168,6.034722805023193,13.539460182189941,5.935122966766357
3,400.0,166.36026000976562,127.62588500976562,171.61190795898438,174.31060791015625,187765.46875,54750.51953125,256987.03125,302212.15625,17707.83984375,3596.546875,52725.12109375,19880.458984375,8.618073463439941,6.164057731628418,17.023910522460938,6.1722798347473145
4,500.0,166.16465759277344,127.81259155273438,171.5104522705078,174.2182159423828,186487.140625,54931.05859375,243685.75,301885.90625,18893.9140625,3646.009521484375,64132.265625,20522.8828125,9.199443817138672,6.224295139312744,20.834476470947266,6.365484714508057
5,600.0,165.95901489257812,127.8674087524414,171.38685607910156,174.09326171875,185359.96875,54975.40234375,230445.015625,301194.09375,19805.40625,3694.599609375,76634.5625,21052.80078125,9.653386116027832,6.297255516052246,24.955930709838867,6.533127307891846
6,700.0,165.79495239257812,127.92507934570312,171.2774658203125,173.9690704345703,184256.828125,54886.9375,217168.265625,300596.0625,20530.103515625,3753.462158203125,90147.703125,21572.58984375,10.025104522705078,6.400813102722168,29.333881378173828,6.696054935455322
7,800.0,165.6343231201172,127.94486999511719,171.16983032226562,173.8513641357422,183475.421875,54775.6875,204358.796875,299144.8125,21152.892578125,3815.633544921875,104815.171875,22041.953125,10.337226867675781,6.512284278869629,33.90167999267578,6.862659931182861
8,900.0,165.50245666503906,127.94638061523438,171.07363891601562,173.74575805664062,182591.234375,54636.16015625,191797.921875,297994.03125,21722.75390625,3865.562255859375,120443.3125,22580.69140625,10.632044792175293,6.607604026794434,38.57379913330078,7.043815612792969
9,1000.0,165.38746643066406,127.94232940673828,170.99118041992188,173.6520233154297,181842.015625,54509.6796875,179643.15625,296767.78125,22168.62109375,3908.1708984375,137180.3125,23157.37890625,10.86640453338623,6.690028190612793,43.29866027832031,7.238373756408691
