,Time(DAY),I1 - WBHP(PSIA),I2 - WBHP (PSIA),I3 - WBHP(PSIA),I4 - WBHP(PSIA),P1 - WOPR(BBL/DAY),P2 - WOPR(BBL/DAY),P3 - WOPR(BBL/DAY),P4 - WOPR(BBL/DAY),P1 - WWPR(BBL/DAY),P2 - WWPR(BBL/DAY),P3 - WWPR(BBL/DAY),P4 - WWPR(BBL/DAY),P1 - WWCT(%),P2 - WWCT(%),P3 - WWCT(%),P4 - WWCT(%)
0,100.0,655.2555905811678,790.3658896188828,777.7246491089369,768.3706903893732,2633054.6732946355,2104082.2491178093,1604233.0961797878,2253132.686919836,190523.305734229,183237.79802064007,114780.0882912186,310324.8865259824,6.747584346856154,8.011025752599844,6.677091794763634,12.105715723191839
1,200.0,534.7268451231847,650.4193816791259,643.290146330794,633.3466836498463,2023854.4292069816,1596555.8850504719,1249677.3795242219,1618371.5999189925,180206.34525106964,191381.7200546735,107799.84246986093,395719.90416599315,8.176106001223127,10.704049151839316,7.941189783759834,19.647563348705507
2,300.0,539.997954391929,657.289860106064,649.9693194038977,640.2876876479013,2000285.360580634,1567370.4734983554,1236887.8597665548,1461537.6431871578,210620.4843610125,224721.4373643539,124185.34299198871,605857.8661091485,9.526433920417423,12.53961563032632,9.12407523271321,29.305368198045883
3,400.0,539.0745020599082,656.5050508617052,649.1308042439811,639.8373493823143,1951074.9842218198,1506437.3626000036,1207473.2646335347,1312363.1861197434,240821.34277998414,265625.3150946949,140023.6206425885,833076.6180854482,10.986894763831863,14.989611735418446,10.391387332512867,38.830109167014044
4,500.0,539.8823508239583,657.6717353659857,650.3520552423987,641.1124829923741,1903260.4013895455,1447391.0997857824,1182446.9713100817,1185070.788641482,276664.55052392144,313570.11162076663,157253.939642766,1085175.0774330765,12.691471340840167,17.8067585810312,11.737988558276104,47.799892234114424
5,600.0,541.398056664771,659.2509626682272,651.9849452572826,642.8613133165215,1849842.9639811947,1401865.5903573323,1156875.2584378764,1060901.6922813684,321390.40987618355,358674.90468025854,176841.33330180953,1408908.3464773698,14.802204762779903,20.37299941076335,13.25928869724411,57.0452109420306
6,700.0,542.3194400419839,660.4816212421846,653.322176682168,644.2611479565968,1810044.3888070767,1363878.8369869397,1135889.6494911371,975227.7225655561,359417.77373115794,400394.234494108,194079.5000565777,1679281.114480922,16.567137235094485,22.69457268074667,14.592782104951734,63.26146257434815
7,800.0,542.6917515780054,661.5209884684331,654.4845869597902,645.4495648496866,1767196.9473315405,1310610.6031245317,1115670.0643652193,895142.2022427876,401077.4923462866,455053.83818811126,211741.93765318478,1981835.7440467242,18.497542792870846,25.77238503199463,15.951485848494615,68.88602488603473
8,900.0,543.5973451684539,662.1453280884995,655.2169495195511,646.149055301397,1723024.6006957358,1232592.0065401734,1094290.1010406383,830210.6120760246,444423.55693696864,535323.2662891942,230364.76428743676,2298697.0603637635,20.504460758238842,30.279916380407983,17.39054981920764,73.46643944183045
9,1000.0,542.8861292115674,661.7773893995155,654.8643090159195,645.9396047534086,1679091.1147216603,1152002.25268015,1058140.7184790305,771553.2384750297,488092.54843999195,621646.1208538074,259510.37087596252,2612400.0598265366,22.521974336403286,35.04900577419359,19.694923259464396,77.19964874035706
10,1100.0,542.5260294002288,661.3067516807588,654.388426031891,645.5913251040224,1637006.9729099872,1044092.0879693154,1011255.8473515594,718888.7804657685,531295.0769278536,763807.6292813364,300072.4206492012,2939309.4972181157,24.502816707090567,42.24834054639327,22.88308945758402,80.34855614986188
11,1200.0,541.5723278087293,660.5011756237931,653.600691195057,645.0490819354133,1596721.4221361373,935597.0862047635,956691.156000494,672312.5857218723,574148.0405140336,942366.1402327032,355074.37959324504,3314887.3820094313,26.44783808479763,50.18022328479724,27.068433341064203,83.13822754908341
12,1300.0,540.9072235727732,659.2643796224514,652.3789749917959,643.9231308211661,1546834.5324149264,817848.7724994734,884946.0502064439,638524.7927402033,626832.7576547689,1191949.3374352898,444230.2296847266,3658668.235656732,28.83756684007838,59.30691901556121,33.4214683488859,85.14088642235362
13,1400.0,539.2360825935607,657.915705715765,651.0196515082779,642.7533897543748,1503682.6626121064,702144.8578356389,805391.9532106997,613129.9428141728,676336.2112378008,1515882.577303731,573902.5387852674,3958710.282371011,31.024328245534544,68.34372529790103,41.608412280018406,86.58899015244266
14,1500.0,537.976292064077,656.5894828864365,649.6940046753771,641.6199181448774,1459889.2255500846,584602.8391162405,733308.9932789014,591939.0295682886,727567.8556938017,1982584.3182072707,738157.0305587314,4294337.234245863,33.2608974106168,77.22788393325659,50.16473493785423,87.88568231493669
15,1600.0,536.5127429465375,655.2553722810061,648.2976665522415,640.3678532122408,1420624.030102533,482588.5144407379,665193.2798526391,574154.3997071221,775832.6535351059,2584032.7613170613,955969.1108103275,4612363.087964981,35.3220101864344,84.26318508073729,58.968127827058005,88.92986669625937
16,1700.0,535.031769518735,653.840020552894,646.8356046813554,639.1449653465605,1375301.2720889302,415372.5157741746,601504.8271297658,563949.3841397755,832937.8184440369,3398661.0125414203,1270299.876654066,4892082.2009009905,37.719548667305055,89.10936380893281,67.86497940122543,89.66374414536016
17,1800.0,534.1907210139229,652.7020092380653,645.6830097777646,638.1600387403181,1343207.722807865,393555.63804108254,553495.3847322859,551426.402536732,878030.2720260065,4113475.144680739,1674331.8048250338,5086133.351361666,39.52886966944194,91.26796205719697,75.15537168561679,90.2187040739494
18,1900.0,532.9717047204333,651.2644447469752,644.2408358525685,636.7990561393018,1306484.238425318,384982.29664795403,528814.3778943309,541921.2066849816,930951.2392636022,4593309.724746707,2102339.8977940283,5337048.328758783,41.607959136555536,92.2667795502261,79.90181028985907,90.78203750814171
19,2000.0,531.5152438538486,649.8423178050593,642.6676408715898,635.5233186838947,1278493.985663903,373725.33796724916,515899.2037981005,520002.3723699011,971692.14604811,4803639.367992188,2412611.8685219646,5521062.139178628,43.18274530066612,92.78155279389395,82.38356656137252,91.39220626802069
20,2100.0,530.8292572183758,648.5824744868837,641.4185957700456,634.3862706304213,1246623.4239621062,356838.59506980266,504984.0741208458,483729.6984462778,1020242.5426963773,4837898.513277852,2567791.472803079,5657799.017500359,45.00674312916193,93.13076701232133,83.56586524432701,92.12362718112412
21,2200.0,528.883515992179,646.6273032138452,639.4531924082299,632.5425602778854,1210794.2709322763,340290.26452691044,486969.8944762095,435301.07600905653,1071022.1677682574,4791412.003654505,2620597.6679535843,5739946.140648287,46.93726233203016,93.36886189526535,84.32954763836415,92.9508720746457
22,2300.0,527.873021350251,644.9826720906717,637.8073790073073,631.0379106493673,1174884.204539399,328119.9318748225,465805.3135526216,384747.2466555677,1122923.3299084362,4792657.511138699,2608686.5492690713,5785921.129428496,48.86933796995646,93.59238054130844,84.84935611034217,93.76490157619311
23,2400.0,526.3141697886954,643.3492069731836,636.0785562003658,629.449576483844,1137777.36178999,314161.5840749854,442793.0396941967,340601.0194477542,1176894.0673229473,4837749.745619786,2613028.3947553933,5816762.734704003,50.844973179367145,93.90203821513369,85.50985228710029,94.46839535477996
24,2500.0,525.2058796739058,641.5740615613184,634.3160865674615,627.740671432273,1099249.6381824168,300823.0077318435,418198.3912272128,309083.0049143896,1234461.2770870186,4865332.146965065,2644348.0450641788,5909977.31603232,52.89692347968023,94.17704271892909,86.34474938007365,95.0300690303107
25,2600.0,523.4200081971572,639.6197048513035,632.3323447859643,625.9238921342784,1055271.7720355124,291071.5867470628,394456.73430943006,286774.1098484941,1301830.695863098,4893143.00794638,2678894.0208194945,5995982.040604483,55.23012739550938,94.3854255754574,87.16525493710257,95.43553652280747
26,2700.0,521.7869188792703,637.5158993793133,630.2083532128212,623.9166362634033,1010008.9840980591,277511.13183954067,372089.82245471096,267973.1376235126,1372415.1122041706,4881031.957871324,2736908.8237549677,6027339.612928652,57.60582737281334,94.62035836449522,88.03184353559168,95.74329110813426
27,2800.0,520.1882950236441,635.428703794521,628.1014283690856,621.8937341373872,960030.6457937142,267550.057292229,347337.092365351,253183.1462602216,1453128.4953325123,4895382.417304796,2769129.6741867876,6054397.031768061,60.21685311041418,94.817866423614,88.85477951848584,95.98604949736263
28,2900.0,518.3649278453516,633.1119110442565,625.816027414899,619.6243473314884,911465.3739912128,253112.84097614707,323408.9030970269,235255.30388046862,1540968.6660092995,4933410.941391592,2814556.7566769067,6095694.189380594,62.83425531024588,95.11979793023147,89.69367615322068,96.28404390003608
29,3000.0,516.5472177373152,630.8898102396819,623.562981763498,617.4941170146909,859444.1885707672,239104.98504862966,295569.5603832682,217508.03446461947,1641536.779914924,4932644.619592436,2846259.0748187737,6169623.8075996125,65.63571656880106,95.37670994678359,90.59243533935577,96.5945898747203
