,Time(DAY),I1 - WBHP(PSIA),I2 - WBHP (PSIA),I3 - WBHP(PSIA),I4 - WBHP(PSIA),P1 - WOPR(BBL/DAY),P2 - WOPR(BBL/DAY),P3 - WOPR(BBL/DAY),P4 - WOPR(BBL/DAY),P1 - WWPR(BBL/DAY),P2 - WWPR(BBL/DAY),P3 - WWPR(BBL/DAY),P4 - WWPR(BBL/DAY),P1 - WWCT(%),P2 - WWCT(%),P3 - WWCT(%),P4 - WWCT(%)
0,100.0,199.57089233398438,151.72955322265625,205.60104370117188,208.00607299804688,343454.1875,88486.65625,452956.53125,450753.625,22511.3828125,5116.94921875,38065.8359375,26281.1640625,6.1512298583984375,5.466615200042725,7.7523627281188965,5.509276390075684
1,200.0,164.019775390625,122.26566314697266,168.71749877929688,170.6302032470703,169613.640625,50492.51953125,265634.53125,282376.5625,13312.99609375,3072.642578125,31114.458984375,17123.828125,7.277778625488281,5.736269950866699,10.485109329223633,5.717464447021484
2,300.0,166.0452117919922,125.35063934326172,171.28384399414062,173.91221618652344,185765.796875,54238.96875,267234.5625,299224.96875,16329.2880859375,3420.6005859375,41871.36328125,18914.5859375,8.080002784729004,5.932407379150391,13.545958518981934,5.94537353515625
3,400.0,166.22679138183594,125.95643615722656,171.54798889160156,174.27642822265625,187136.578125,54763.8203125,255832.703125,301781.6875,17769.36328125,3544.0693359375,52419.51171875,19659.06640625,8.671960830688477,6.078198432922363,17.005395889282227,6.115922451019287
4,500.0,165.9352569580078,126.13758087158203,171.37310791015625,174.1753692626953,186705.078125,54750.6171875,242528.875,301991.1875,18708.32421875,3626.78369140625,63889.28125,20140.150390625,9.107645034790039,6.212649822235107,20.850357055664062,6.25215482711792
5,600.0,165.7312774658203,126.18824005126953,171.18582153320312,174.02450561523438,185559.296875,54707.76953125,229255.0625,301034.4375,19651.130859375,3693.288818359375,76336.3203125,20882.416015625,9.576087951660156,6.324010372161865,24.979867935180664,6.486897945404053
6,700.0,165.5347900390625,126.21945190429688,171.06288146972656,173.83926391601562,184600.765625,54650.86328125,216396.625,300133.59375,20324.6953125,3740.7744140625,89634.5,21424.48046875,9.918091773986816,6.40635347366333,29.28934097290039,6.662710189819336
7,800.0,165.26051330566406,126.28607177734375,170.8492889404297,173.6317138671875,183593.40625,54569.296875,203771.96875,298918.625,21131.044921875,3801.619873046875,104097.421875,22098.5859375,10.321701049804688,6.512866020202637,33.81220245361328,6.883925437927246
8,900.0,165.11053466796875,126.37010955810547,170.75900268554688,173.47799682617188,182404.234375,54450.734375,191008.34375,297621.59375,21715.322265625,3843.177734375,120190.515625,22692.03515625,10.638530731201172,6.592759609222412,38.62177276611328,7.084317684173584
9,1000.0,164.91555786132812,126.41504669189453,170.61843872070312,173.2746124267578,181718.765625,54361.27734375,179097.3125,296518.5,22204.638671875,3887.35888671875,136863.1875,23255.1171875,10.888714790344238,6.673733711242676,43.31654739379883,7.272368431091309
10,1100.0,164.8031005859375,126.42658233642578,170.527587890625,173.1661376953125,181121.203125,54339.32421875,167624.75,295418.1875,22585.494140625,3919.802978515625,154625.015625,23844.51953125,11.087261199951172,6.7282209396362305,47.982975006103516,7.4686198234558105
11,1200.0,164.6042938232422,126.43818664550781,170.39007568359375,173.00657653808594,180684.015625,54243.12109375,156039.5,294327.53125,22910.0234375,3953.932373046875,174086.828125,24393.728515625,11.25279712677002,6.794042110443115,52.7333984375,7.653624534606934
12,1300.0,164.45970153808594,126.42240142822266,170.2418670654297,172.8621826171875,180313.625,54184.34765625,145160.578125,293464.875,23100.703125,3975.6962890625,194227.71875,24968.51953125,11.356477737426758,6.83578634262085,57.228755950927734,7.8410491943359375
